File,Transcription
phrase_apple_308,æpəl
phrase_apple_311,æpəl
phrase_apple_312,æpə
phrase_apple_315,næpʌ
phrase_apple_316,æpəl
phrase_apple_320,æpəhl
phrase_apple_322,æpəl
phrase_apple_324,æpəl
phrase_apple_recast_317,æpʌl
phrase_book_301,bʊk
phrase_book_304,bʊk
phrase_book_305,bʊk
phrase_book_308,bʊk
phrase_book_310,bʊk
phrase_book_312,poʊk
phrase_book_315,bʌk
phrase_book_316,bʊk
phrase_book_320,bʊk
phrase_book_321,bʌk
phrase_book_324,boʊk
phrase_book_326,bʊk
phrase_cat_301,kæt
phrase_cat_304,kæʔ
phrase_cat_305,kæʔ
phrase_cat_308,kæʔ
phrase_cat_309,kɛt
phrase_cat_312,kθæt
phrase_cat_314,kæt
phrase_cat_316,kæʔ
phrase_cat_320,kɛt
phrase_cat_321,kæʔ
phrase_cat_324,kæt
phrase_cat_325,kæt
phrase_chicken_301,tʃɪkɪn
phrase_chicken_303,tʃɪkən
phrase_chicken_305,ʃɪkən
phrase_chicken_308,tʃɪkən
phrase_chicken_309,tʃɪkɪn
phrase_chicken_314,tʃɪkən
phrase_chicken_315,tʃɪkɪn
phrase_chicken_321,tʃɪk
phrase_chicken_323,tʃɪki
phrase_chicken_325,tʃɪkən
phrase_chicken_recast_313,tʃɪkən
phrase_chicken_recast_317,tʃɪkən
phrase_couch_301,kaʊtʃ
phrase_couch_302,gaʊtʃ
phrase_couch_305,koʊtʃ
phrase_couch_307,kaʊtʃ
phrase_couch_309,kaʊtʃ
phrase_couch_312,kəθ
phrase_couch_313,kaʊʔʃ
phrase_couch_316,kətʃ
phrase_couch_318,kaʊtʃ
phrase_couch_322,kaʊtʃ
phrase_couch_325,kaʊtʃ
phrase_couch_recast_317,kætʃ
phrase_dog_301,dɑg
phrase_dog_302,dɑg
phrase_dog_305,dɑg
phrase_dog_308,dɑg
phrase_dog_311,dɑg
phrase_dog_313,dag
phrase_dog_315,dɑk
phrase_dog_319,dɑgə
phrase_dog_320,dɑk
phrase_dog_323,dɔg
phrase_dog_324,dɑg
phrase_dog_recast_306,dʒɑg
phrase_dog_recast_317,dɑ
phrase_fish_301,fɪʃ
phrase_fish_304,fɪʃ
phrase_fish_305,fɪʃ
phrase_fish_308,fɪʃ
phrase_fish_309,fɪʃ
phrase_fish_312,fiʃ
phrase_fish_314,fɪʃ
phrase_fish_316,fɪʃ
phrase_fish_320,fɪʃ
phrase_fish_321,fɪʃ
phrase_fish_324,fɪʃ
phrase_fish_325,fɪʃ
phrase_game_301,geɪm
phrase_game_303,geɪm
phrase_game_306,geɪm
phrase_game_309,geɪm
phrase_game_310,geɪm
phrase_game_313,gim
phrase_game_314,geɪm
phrase_game_318,geɪm
phrase_game_320,geɪm
phrase_game_322,geɪm
phrase_game_326,geɪm
phrase_game_recast_304,gɪ
phrase_hammer_301,hæmər
phrase_hammer_302,hæmər
phrase_hammer_305,hɛmər
phrase_hammer_307,hæmo
phrase_hammer_309,hæmɛr
phrase_hammer_312,hæmə
phrase_hammer_313,hæmo
phrase_hammer_316,hæmər
phrase_hammer_318,hæmər
phrase_hammer_322,hæmʌ
phrase_hammer_324,hɛmər
phrase_hammer_326,hæmʌ
phrase_hat_301,hæt
phrase_hat_302,hæʔ
phrase_hat_305,hæʔ
phrase_hat_306,hæt
phrase_hat_309,hæʔ
phrase_hat_311,æʔ
phrase_hat_313,hæt
phrase_hat_316,hɛt
phrase_hat_318,hæt
phrase_hat_321,hæʔ
phrase_hat_322,hæt
phrase_hat_325,hæʔ
phrase_hat_recast_317,hɛt
phrase_house_302,haʊs
phrase_house_305,haʊs
phrase_house_306,haʊs
phrase_house_309,haʊs
phrase_house_310,haʊs
phrase_house_313,haʊs
phrase_house_315,haʊs
phrase_house_318,haʊʃ
phrase_house_322,haʊs
phrase_house_323,haʊs
phrase_house_326,haʊs
phrase_house_recast_317,haʊθ
phrase_juice_302,dʒus
phrase_juice_304,dʒuʃ
phrase_juice_306,dʒus
phrase_juice_310,dʒus
phrase_juice_311,dʒuʃ
phrase_juice_314,dʒus
phrase_juice_315,dʒəs
phrase_juice_319,dʒuz
phrase_juice_321,dʒus
phrase_juice_324,dʒus
phrase_juice_recast_317,dʒus
phrase_juice_recast_323,dʒus
phrase_knife_302,naɪf
phrase_knife_303,naɪf
phrase_knife_306,naɪf
phrase_knife_308,naɪf
phrase_knife_310,naɪf
phrase_knife_313,naɪf
phrase_knife_314,neɪf
phrase_knife_318,naɪf
phrase_knife_319,naɪf
phrase_knife_322,naɪf
phrase_knife_324,naɪf
phrase_knife_326,naɪf
phrase_lion_302,laɪɪn
phrase_lion_303,waɪən
phrase_lion_306,laɪjɪn
phrase_lion_307,laɪən
phrase_lion_310,laɪɪn
phrase_lion_312,laɪən
phrase_lion_314,laɪən
phrase_lion_318,laɪən
phrase_lion_319,laɪn
phrase_lion_322,waɪən
phrase_lion_323,waɪən
phrase_lion_recast_317,læn
phrase_magic_301,mædʒɪk
phrase_magic_303,mædʒɪ
phrase_magic_306,mætʃɪk
phrase_magic_307,mædʒɪk
phrase_magic_310,mædʒɪk
phrase_magic_312,mædik
phrase_magic_316,mædʒɪk
phrase_magic_320,mætʃɪk
phrase_magic_322,mætɪk
phrase_magic_recast_311,mædɪk
phrase_magic_recast_314,mædʒɪk
phrase_magic_recast_323,mætʃək
phrase_magic_recast_326,mædʒɪk
phrase_money_303,mən
phrase_money_305,mʌni
phrase_money_307,mʌni
phrase_money_310,mʌni
phrase_money_311,mʌni
phrase_money_314,mʌni
phrase_money_315,mʌni
phrase_money_320,mʌni
phrase_money_322,mʌni
phrase_money_324,mʌni
phrase_money_recast_317,mʌni
phrase_money_recast_319,mʌni
phrase_mouth_303,maʊf
phrase_mouth_304,maʊθ
phrase_mouth_307,maʊf
phrase_mouth_309,maʊθ
phrase_mouth_311,aʊθ
phrase_mouth_314,maʊθ
phrase_mouth_315,maʊθ
phrase_mouth_320,bæθ
phrase_mouth_321,mæθ
phrase_mouth_325,maʊf
phrase_mouth_recast_319,maʊs
phrase_mouth_recast_326,mæf
phrase_page_303,peɪdʒ
phrase_page_304,peɪtʃ
phrase_page_307,peɪtʃ
phrase_page_308,peɪdʒ
phrase_page_311,feɪdʒ
phrase_page_313,pfɪʃ
phrase_page_315,peɪdʒ
phrase_page_321,pɪtʃ
phrase_page_322,peɪtʃ
phrase_page_325,peɪdʒ
phrase_page_recast_317,peɪtʃ
phrase_page_recast_326,peɪdʒ
phrase_potato_302,pəteɪdoʊ
phrase_potato_304,pʌteɪdoʊ
phrase_potato_308,pəteɪdoʊ
phrase_potato_309,pəteɪdoʊ
phrase_potato_315,pəteɪdoʊ
phrase_potato_316,pətədoʊ
phrase_potato_320,pʌteɪdoʊ
phrase_potato_323,pəteɪtoʊ
phrase_potato_326,bʌteɪdoʊ
phrase_potato_recast_311,vʌtedo
phrase_potato_recast_313,bətitu
phrase_potato_recast_325,pʌteɪdoʊ
phrase_puzzle_301,pʌzʌl
phrase_puzzle_304,pʌzʌl
phrase_puzzle_306,pʌzəl
phrase_puzzle_308,pʌzəl
phrase_puzzle_311,pʌzʌ
phrase_puzzle_312,bʌʃu
phrase_puzzle_315,pʌzəl
phrase_puzzle_316,pʌzəl
phrase_puzzle_320,pʌsəl
phrase_puzzle_322,pʌðʌl
phrase_puzzle_324,pʌzəl
phrase_ring_301,rɪŋg
phrase_ring_302,rɪŋ
phrase_ring_305,ræŋ
phrase_ring_306,wɪŋ
phrase_ring_309,rɪŋ
phrase_ring_311,rɪŋ
phrase_ring_313,wiʔən
phrase_ring_316,rɪŋk
phrase_ring_318,rɪŋ
phrase_ring_322,wɪŋ
phrase_ring_323,miŋk
phrase_ring_326,viŋ
phrase_ring_recast_319,wɪm
phrase_road_302,roʊd
phrase_road_305,roʊd
phrase_road_306,woʊd
phrase_road_309,roʊd
phrase_road_310,roʊd
phrase_road_313,vodə
phrase_road_315,roʊd
phrase_road_318,ræud
phrase_road_322,woʊd
phrase_road_323,woʊd
phrase_road_326,rod
phrase_road_recast_317,ʒo
phrase_shoes_302,ʃuz
phrase_shoes_304,ʃus
phrase_shoes_306,suz
phrase_shoes_309,ʃuz
phrase_shoes_310,ʃuz
phrase_shoes_313,ʃos
phrase_shoes_314,ʃuz
phrase_shoes_318,ʃuz
phrase_shoes_320,tʃus
phrase_shoes_322,suz
phrase_shoes_326,ʃuz
phrase_shoes_recast_317,ʃuz
phrase_sock_302,sɑk
phrase_sock_303,sɑ
phrase_sock_306,sɑk
phrase_sock_308,sɑk
phrase_sock_310,sɑk
phrase_sock_313,ʃɑk
phrase_sock_314,sɑk
phrase_sock_318,sɑk
phrase_sock_319,sʌk
phrase_sock_322,sʌk
phrase_sock_324,sɑk
phrase_sock_326,sak
phrase_table_302,teɪbəl
phrase_table_303,teɪbəl
phrase_table_306,teɪpəl
phrase_table_307,teɪbəl
phrase_table_310,teɪbəl
phrase_table_312,tibu
phrase_table_314,teɪbo
phrase_table_318,teɪbo
phrase_table_319,teɪbʌl
phrase_table_322,teɪbol
phrase_table_323,teɪbʌ
phrase_table_326,teɪbʌ
phrase_tape_302,teɪp
phrase_tape_304,teɪp
phrase_tape_307,tɛ
phrase_tape_308,teɪp
phrase_tape_311,teɪp
phrase_tape_312,tip
phrase_tape_315,teɪp
phrase_tape_318,teɪp
phrase_tape_321,teɪp
phrase_tape_324,teɪp
phrase_tape_325,teɪp
phrase_tape_recast_317,te
phrase_tape_recast_319,teɪp
phrase_teacher_304,titʃə
phrase_teacher_307,titʃo
phrase_teacher_309,titʃʌr
phrase_teacher_312,tiʃu
phrase_teacher_314,tiʃər
phrase_teacher_318,kitʃɛr
phrase_teacher_320,titʃə
phrase_teacher_324,titʃʌ
phrase_teacher_recast_303,titʃər
phrase_teacher_recast_313,tiʃo
phrase_teacher_recast_322,titʃʌ
phrase_teacher_recast_326,tidʒə
phrase_thumb_303,fʌm
phrase_thumb_304,fʌm
phrase_thumb_307,θʌm
phrase_thumb_309,θʌm
phrase_thumb_311,θɛm
phrase_thumb_314,θʌm
phrase_thumb_315,θʌmə
phrase_thumb_320,θʌm
phrase_thumb_321,θʌm
phrase_thumb_324,θʌm
phrase_thumb_326,θʌm
phrase_thumb_recast_319,fɛn
phrase_tiger_303,taɪgər
phrase_tiger_304,taɪgʌ
phrase_tiger_307,taɪgo
phrase_tiger_308,taɪgər
phrase_tiger_311,taɪgər
phrase_tiger_313,tsaɪko
phrase_tiger_315,taɪgər
phrase_tiger_320,taɪgʌ
phrase_tiger_321,taɪgər
phrase_tiger_324,taɪgər
phrase_tiger_325,taɪgər
phrase_tiger_recast_326,taɪgu
phrase_toilet_302,tɔɪlɪt
phrase_toilet_304,tɔɪlo
phrase_toilet_307,tɔɪlət
phrase_toilet_308,tɔɪlət
phrase_toilet_311,tɔɪlɪt
phrase_toilet_312,kuit
phrase_toilet_315,tɔɪlət
phrase_toilet_318,tɔɪlɪt
phrase_toilet_321,tɔɪlət
phrase_toilet_324,paɪlət
phrase_toilet_325,tɔɪlɪt
phrase_toilet_recast_319,tolɛt
phrase_TV_301,tivi
phrase_TV_304,tɪvi
phrase_TV_306,tʃivi
phrase_TV_308,tʃivi
phrase_TV_312,tifi
phrase_TV_313,tifi
phrase_TV_316,tɪbi
phrase_TV_318,kivi
phrase_TV_321,tivi
phrase_TV_323,tivi
phrase_TV_326,tivi
phrase_TV_recast_325,tifi
phrase_van_302,væn
phrase_van_307,væ
phrase_van_308,væn
phrase_van_314,væn
phrase_van_316,væn
phrase_van_320,væn
phrase_van_recast_301,vɛn
phrase_van_recast_303,væn
phrase_van_recast_311,væn
phrase_van_recast_313,vɑn
phrase_van_recast_321,væn
phrase_van_recast_324,væn
phrase_videos_310,vɪdiʌs
phrase_video_303,vɪdioʊ
phrase_video_304,vɪdhə
phrase_video_307,vidioʊ
phrase_video_308,vɪdioʊ
phrase_video_313,vɪθoʊ
phrase_video_315,vɪdioʊ
phrase_video_320,vɪjoʊs
phrase_video_recast_311,vɪdioʊ
phrase_video_recast_317,wɪdiʌ
phrase_video_recast_322,dɪdioʊ
phrase_video_recast_323,vɪdioʊ
phrase_waves_310,weɪvs
phrase_wave_302,weɪv
phrase_wave_304,weɪf
phrase_wave_307,weɪv
phrase_wave_308,weɪf
phrase_wave_312,wif
phrase_wave_313,wɪf
phrase_wave_316,weɪf
phrase_wave_320,weɪf
phrase_wave_323,reɪv
phrase_wave_326,weɪv
phrase_wave_recast_317,rɪn
phrase_web_301,wɛb
phrase_web_302,wɛv
phrase_web_305,wɛb
phrase_web_307,əwɛ
phrase_web_309,wɛb
phrase_web_312,wæp
phrase_web_313,wɑb
phrase_web_316,wɛp
phrase_web_318,wæb
phrase_web_322,wɛb
phrase_web_324,wɛb
phrase_web_recast_317,vɛd
phrase_yelllow_305,jɛloʊ
phrase_yellow_302,jɛloʊ
phrase_yellow_306,lɛloʊ
phrase_yellow_308,jɛloʊ
phrase_yellow_312,lɑlu
phrase_yellow_314,jɛloʊ
phrase_yellow_316,jɛloʊ
phrase_yellow_321,jɛloʊ
phrase_yellow_324,jɛloʊ
phrase_yellow_recast_311,jɛloʊ
phrase_yellow_recast_317,jælʌ
phrase_yellow_recast_323,jɛwʌ
phrase_yellow_recast_326,jɛloʊ
word_apple_302,æpəl
word_apple_305,æpəl
word_apple_306,æpʌl
word_apple_309,æpəl
word_apple_310,æpəl
word_apple_313,æpʌl
word_apple_315,æpʌl
word_apple_318,æpəl
word_apple_321,æpʌl
word_apple_322,æpol
word_apple_325,æpəl
word_apple_326,æpʌl
word_baby_302,beɪbi
word_baby_304,beɪbi
word_baby_306,beɪbi
word_baby_309,bibi
word_baby_310,beɪbi
word_baby_313,bibi
word_baby_314,beɪbi
word_baby_318,beɪbi
word_baby_320,beɪbi
word_baby_322,beɪbi
word_baby_325,beɪpi
word_baby_326,beɪbi
word_beach_302,bitʃ
word_beach_303,pitʃ
word_beach_306,pits
word_beach_308,bitʃ
word_beach_310,bitʃ
word_beach_313,bitʃ
word_beach_314,bitʃ
word_beach_318,bitʃ
word_beach_320,bitʃ
word_beach_324,bitʃ
word_beach_326,bitʃ
word_beach_recast_319,bɪtʃ
word_cake_302,keɪk
word_cake_303,keɪ
word_cake_306,keɪk
word_cake_307,keɪk
word_cake_310,keɪk
word_cake_312,kik
word_cake_314,kɪk
word_cake_318,keɪk
word_cake_319,keɪk
word_cake_322,keɪk
word_cake_323,keɪk
word_cake_326,keɪk
word_chair_301,tʃɛr
word_chair_303,tʃɛr
word_chair_306,tʃio
word_chair_307,tʃɛr
word_chair_310,tʃɛr
word_chair_311,tʃɛr
word_chair_314,tʃɛr
word_chair_316,tʃɛr
word_chair_319,tʃɛr
word_chair_322,tio
word_chair_323,tʃɛr
word_chair_326,tʃɛr
word_chair_recast_317,tʃɛr
word_coloring_323,kʌwɪŋ
word_color_301,kʌlʌ
word_color_303,kʌlər
word_color_309,kʌlɛr
word_color_310,kʌlər
word_color_315,kʌlɛr
word_color_316,kʌlər
word_color_recast_307,kʌlo
word_color_recast_313,kʌlo
word_color_recast_317,kʌlɛr
word_color_recast_325,kʌlər
word_color_recast_326,kaɪjə
word_doll_303,dɑl
word_doll_304,dɑl
word_doll_307,dɑl
word_doll_309,dɑl
word_doll_311,dɑl
word_doll_314,dɑl
word_doll_315,dɑl
word_doll_319,dols
word_doll_320,dɑl
word_doll_323,dɑ
word_doll_325,dɑl
word_doll_recast_317,dɑl
word_face_303,feɪs
word_face_304,feɪs
word_face_308,feɪs
word_face_309,feɪs
word_face_312,fiʃ
word_face_314,feɪs
word_face_318,feɪs
word_face_322,veɪs
word_face_323,feɪs
word_face_326,feɪs
word_face_recast_306,feɪs
word_five_301,faɪf
word_five_303,faɪ
word_five_305,faɪv
word_five_308,faɪf
word_five_309,faɪv
word_five_312,faɪv
word_five_313,faɪv
word_five_316,faɪv
word_five_319,faɪv
word_five_321,faɪv
word_five_324,faɪv
word_five_325,faɪf
word_foot_301,fʊt
word_foot_302,fʊt
word_foot_305,fʌ
word_foot_308,fʊt
word_foot_310,fʊʔ
word_foot_313,təθu
word_foot_314,fʌt
word_foot_320,fʊt
word_foot_321,fʌ
word_foot_324,fʊt
word_foot_326,fʌt
word_foot_recast_317,wʌt
word_game_301,geɪm
word_game_302,geɪm
word_game_308,geɪm
word_game_309,geɪm
word_game_312,kim
word_game_314,geɪm
word_game_316,geɪm
word_game_322,geɪmə
word_game_323,geɪm
word_game_326,geɪm
word_game_recast_306,geɪm
word_game_recast_318,geɪm
word_hammer_301,hɛmər
word_hammer_303,hæmər
word_hammer_306,hæmo
word_hammer_307,kæmʌ
word_hammer_310,hæmər
word_hammer_311,hæmər
word_hammer_314,hæmər
word_hammer_316,hæmər
word_hammer_320,hæm
word_hammer_323,hæmɛr
word_hammer_324,hæmər
word_hammer_recast_317,hæmər
word_hammer_recast_319,hɛmɛr
word_heavy_303,hɛvi
word_heavy_306,hɛfi
word_heavy_309,hɛvi
word_heavy_315,hɛvi
word_heavy_316,hɛvi
word_heavy_recast_307,hʌvi
word_heavy_recast_312,hʌfi
word_heavy_recast_317,hɛvi
word_heavy_recast_319,hɛvi
word_heavy_recast_322,hɛvi
word_heavy_recast_325,hɛvi
word_heavy_recast_326,hɛvi
word_honey_303,hʌni
word_honey_304,hʌni
word_honey_307,hʌni
word_honey_309,hʌni
word_honey_311,hʌni
word_honey_314,hʌni
word_honey_315,hʌni
word_honey_320,hʌni
word_honey_321,hʌni
word_honey_324,hʌni
word_honey_326,hani
word_honey_recast_319,hʌni
word_jacket_303,dʒækə
word_jacket_304,dʒækət
word_jacket_309,dʒækɪt
word_jacket_310,dʒækə
word_jacket_314,dʒækɪt
word_jacket_316,dʒækɛt
word_jacket_320,dʒækət
word_jacket_323,ʒækɪt
word_jacket_324,dʒækɪt
word_jacket_recast_306,dʒækət
word_jacket_recast_312,dædit
word_jacket_recast_326,θækɪt
word_kitchen_302,kɪtʃən
word_kitchen_304,kɪtʃən
word_kitchen_307,kɪtʃən
word_kitchen_308,kɪtʃən
word_kitchen_311,kɪtʃɪn
word_kitchen_312,kɪtθin
word_kitchen_315,kɪtʃɪnə
word_kitchen_318,kɪtʃɪn
word_kitchen_321,kɪtʃɪn
word_kitchen_324,kɪtʃən
word_kitchen_325,kɪtʃən
word_kitchen_recast_319,kɪtʃə
word_leaf_301,liv
word_leaf_304,lif
word_leaf_306,lif
word_leaf_308,lif
word_leaf_311,liθ
word_leaf_312,lif
word_leaf_315,lɪf
word_leaf_316,lif
word_leaf_320,lif
word_leaf_322,wif
word_leaf_325,lif
word_leaf_recast_323,wifθ
word_magic_302,mædʒɪk
word_magic_305,mædʒɪk
word_magic_308,mæʒɪk
word_magic_313,mætik
word_magic_316,mædʒɪk
word_magic_326,mædɪk
word_magic_recast_307,mædʒɪk
word_magic_recast_310,mædʒɪk
word_magic_recast_317,mædʒɪ
word_magic_recast_318,mædʒɪk
word_magic_recast_322,mætʃɪk
word_magic_recast_324,mædʒɪk
word_moon_301,mun
word_moon_304,mun
word_moon_305,mun
word_moon_308,mun
word_moon_309,mun
word_moon_312,mun
word_moon_314,mɪun
word_moon_316,mun
word_moon_320,but
word_moon_321,mɪun
word_moon_324,mun
word_moon_325,mun
word_nose_301,noʊz
word_nose_303,noʊs
word_nose_305,noʊz
word_nose_309,noʊz
word_nose_310,noʊs
word_nose_313,nuʃ
word_nose_314,noʊz
word_nose_318,noʊs
word_nose_320,noʊs
word_nose_322,noʊz
word_nose_325,noʊz
word_nose_326,noʊs
word_page_302,peɪdʒ
word_page_303,peɪdʒ
word_page_306,peɪtʃ
word_page_308,peɪdʒ
word_page_310,peɪdʒ
word_page_315,peɪtʃ
word_page_316,peɪdʒ
word_page_321,peɪtʃ
word_page_322,peɪt
word_page_recast_311,peɪdʒ
word_page_recast_317,peɪdʒ
word_page_recast_323,peɪd
word_pig_302,pɪg
word_pig_303,pɪg
word_pig_306,pɛgə
word_pig_307,pɪg
word_pig_310,pɪg
word_pig_312,bik
word_pig_314,pɪg
word_pig_318,pɪg
word_pig_319,pɪgə
word_pig_322,peɪg
word_pig_324,pɪg
word_pig_recast_317,pɪ
word_puzzle_301,bʌzəl
word_puzzle_303,pʌzəl
word_puzzle_306,pʌzo
word_puzzle_307,pʌdəl
word_puzzle_310,pʌzəl
word_puzzle_311,pɑzəl
word_puzzle_314,pʌzəl
word_puzzle_316,pʌzəl
word_puzzle_319,bɑzʌ
word_puzzle_322,pʌzol
word_puzzle_323,pʌzʌl
word_puzzle_326,pʌzʌ
word_puzzle_recast_317,hʌdʌ
word_red_303,rɛd
word_red_305,rɛd
word_red_307,wɛd
word_red_310,rɛd
word_red_311,rɛd
word_red_314,rɛd
word_red_315,rɛd
word_red_319,ərɛd
word_red_321,rɛd
word_red_323,wɛd
word_red_326,ræ
word_red_recast_317,rɛd
word_shape_301,ʃeɪp
word_shape_302,ʃeɪp
word_shape_313,ʃip
word_shape_315,ʃeɪp
word_shape_318,ʃeɪp
word_shape_recast_304,ʃeɪp
word_shape_recast_305,ʃeɪp
word_shape_recast_309,ʃeɪp
word_shape_recast_311,ʃeɪp
word_shape_recast_319,ʃɛp
word_shape_recast_322,θeɪp
word_shape_recast_325,ʃeɪp
word_singing_304,sɪŋə
word_singing_307,sɪŋən
word_singing_312,siŋɪŋ
word_singing_313,sɪŋɪŋ
word_singing_322,sɪŋiŋ
word_sing_301,sɪŋk
word_sing_305,sɪŋ
word_sing_311,θɪŋ
word_sing_314,tsɪŋ
word_sing_320,sɪŋ
word_sing_324,sɪŋ
word_sing_recast_317,siŋ
word_sneeze_306,noʊz
word_teeth_301,tif
word_teeth_304,tiθ
word_teeth_305,tiθ
word_teeth_308,tiθ
word_teeth_309,tiθ
word_teeth_312,tif
word_teeth_314,tiθ
word_teeth_316,tiθ
word_teeth_320,kif
word_teeth_321,tiθ
word_teeth_324,diθ
word_teeth_325,tiθ
word_thumb_301,θʌm
word_thumb_303,θʌm
word_thumb_305,dʌm
word_thumb_308,θʌm
word_thumb_309,θʌm
word_thumb_312,θam
word_thumb_313,fʌm
word_thumb_316,θʌm
word_thumb_320,θʌ
word_thumb_322,fʌm
word_thumb_325,θʌm
word_thumb_326,θʌm
word_toys_301,toɪz
word_toys_302,tɔɪz
word_toys_305,tɔɪs
word_toys_307,tɔɪz
word_toys_309,tɔɪz
word_toys_312,stɔɪs
word_toys_313,tʃɔɪθ
word_toys_318,tɔɪs
word_toys_320,tɔrs
word_toys_323,tʃɔɪs
word_toys_325,tɔɪs
word_toys_recast_314,tɔɪz
word_videos_309,vɪdioʊz
word_videos_recast_310,vɪdiɔs
word_video_303,vɪjoʊ
word_video_308,vɪdioʊ
word_video_recast_304,vɪdioʊ
word_video_recast_306,vɪdioʊ
word_video_recast_311,vɪdioʊ
word_video_recast_314,vɪdioʊ
word_video_recast_317,vɪdiʌ
word_video_recast_320,vɪdiʌ
word_video_recast_321,vɪjioʊ
word_video_recast_324,vɪdioʊ
word_video_recast_326,vɪdijʌ
word_wagon_304,wægən
word_wagon_307,wægən
word_wagon_308,wægən
word_wagon_313,fwɑdɪn
word_wagon_314,wægɪn
word_wagon_319,wɑgən
word_wagon_321,wægən
word_wagon_323,wægɪn
word_wagon_recast_301,wægɛn
word_wagon_recast_303,wægɪn
word_wagon_recast_317,wɛgən
word_wagon_recast_318,wægɪn
word_wash_302,wɑʃ
word_wash_304,wɑʃ
word_wash_306,vɑʃ
word_wash_313,wæʃ
word_wash_315,ɑʃ
word_wash_321,wɑʃ
word_wash_322,wɑs
word_wash_recast_309,wɑʃ
word_wash_recast_311,wɑʃ
word_wash_recast_314,wɑʃ
word_wash_recast_319,wʌʃ
word_wash_recast_323,wɑʃ
word_water_302,waɾɛr
word_water_303,watɛr
word_water_306,waɾʊ
word_water_308,waɾɛr
word_water_310,waɾɛr
word_water_313,wado
word_water_314,waɾɛr
word_water_318,waɾɛr
word_water_319,vatɛr
word_water_322,wadʌ
word_water_324,watɛr
word_water_326,wadɛr
word_web_302,wɛp
word_web_303,wɛ
word_web_306,wɛb
word_web_307,wɛb
word_web_310,wɛb
word_web_312,wæp
word_web_314,wɛb
word_web_318,wæb
word_web_320,wɛp
word_web_323,wɛp
word_web_324,wɛb
word_web_recast_319,wɛm
word_yelling_313,laʊɪŋ
word_yell_301,jɛl
word_yell_308,jɛl
word_yell_311,jɛl
word_yell_325,jɛl
word_yell_recast_302,jɛl
word_yell_recast_307,jæl
word_yell_recast_310,jɛl
word_yell_recast_314,jɛl
word_yell_recast_318,jaʊ
word_yell_recast_319,hjɛl
word_yell_recast_324,jɛl
word_yell_recast_326,jɛl
phrase_apple_301,æpəl
phrase_apple_303,bæpəl
phrase_apple_306,æpoʊ
